date,weighted_sentiment
2024-01-02,0.07316438615322113
2024-01-03,0.028371250629425047
2024-01-04,0.028371250629425047
2024-01-05,-0.013723487854003909
2024-01-06,0.23118597745895386
2024-01-07,0.14470566540956498
2024-01-08,0.08648031204938887
2024-01-09,0.0565099173784256
2024-01-10,0.05994078934192658
2024-01-11,0.0
2024-01-12,0.10013427734375001
2024-01-13,0.06258392333984375
2024-01-14,0.022620849609375
2024-01-15,0.01570262908935547
2024-01-16,0.019435005187988283
2024-01-17,-0.0037323760986328128
2024-01-18,-0.0037323760986328128
2024-01-19,0.0
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,0.0
2024-01-23,0.0
2024-01-24,0.2149460792541504
2024-01-25,0.17306631326675415
2024-01-26,0.20479663610458376
2024-01-27,0.1307513517141342
2024-01-28,0.10091354429721833
2024-01-29,0.03467843413352967
2024-01-30,0.024997180700302126
2024-01-31,0.0
2024-02-01,0.07973408699035645
2024-02-02,0.054587589502334596
2024-02-03,0.09943878233432771
2024-02-04,0.10080181613564491
2024-02-05,0.069510368257761
2024-02-06,0.03188567101955414
2024-02-07,-0.004988916218280785
2024-02-08,-0.010005381703376767
2024-02-09,-0.01151012420654297
2024-02-10,-0.007678218483924866
2024-02-11,0.019602938294410704
2024-02-12,0.017097545862197874
2024-02-13,0.010270053148269653
2024-02-14,0.07347227255503337
2024-02-15,-0.05151916225751242
2024-02-16,-0.037507984042167666
2024-02-17,-0.04414719601472219
2024-02-18,-0.022906543811162312
2024-02-19,-0.03374060750007629
2024-02-20,-0.005827131271362305
2024-02-21,-0.005827131271362305
2024-02-22,0.03999941825866699
2024-02-23,0.02499963641166687
2024-02-24,0.014999781847000121
2024-02-25,0.009999854564666748
2024-02-26,0.009999854564666748
2024-02-27,0.0
2024-02-28,0.04469544887542725
2024-02-29,0.02793465554714203
2024-03-01,0.016760793328285218
2024-03-02,0.011173862218856813
2024-03-03,0.011173862218856813
2024-03-04,0.0
2024-03-05,-0.07136818170547486
2024-03-06,-0.04460511356592178
2024-03-07,-0.026763068139553068
2024-03-08,-0.017842045426368715
2024-03-09,0.03190108239650727
2024-03-10,0.0690626347064972
2024-03-11,0.042386910319328314
2024-03-12,0.0782565587759018
2024-03-13,0.054167098402976996
2024-03-14,0.028836107850074767
2024-03-15,0.012895208597183228
2024-03-16,0.012895208597183228
2024-03-17,0.049158972501754765
2024-03-18,0.030724357813596725
2024-03-19,0.17820002511143687
2024-03-20,0.11214312463998795
2024-03-21,0.23874511669079462
2024-03-22,0.1440309430162112
2024-03-23,0.12239364296197891
2024-03-24,0.05413492123285929
2024-03-25,-0.1500345536073049
2024-03-26,-0.11948151648044586
2024-03-27,-0.06968905627727509
2024-03-28,-0.10080236554145813
2024-03-29,-0.08167365103960038
2024-03-30,-0.019128714501857758
2024-03-31,0.0672471708059311
2024-04-01,-0.23271790842215223
2024-04-02,-0.03872843722502391
2024-04-03,-0.01873707234859466
2024-04-04,0.04649845441182454
2024-04-05,-0.007185150186220804
2024-04-06,0.0793744577964147
2024-04-07,0.035226583381493884
2024-04-08,0.0667855316400528
2024-04-09,0.03342739870150884
2024-04-10,0.02338451345761617
2024-04-11,0.02210144937038422
2024-04-12,0.03750633835792542
2024-04-13,0.017005062103271483
2024-04-14,0.010503376722335816
2024-04-15,0.008003382682800294
2024-04-16,-0.024285643100738524
2024-04-17,-0.01830351948738098
2024-04-18,-0.010982111692428588
2024-04-19,-0.007321407794952392
2024-04-20,-0.007321407794952392
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.05853839397430421
2024-04-25,0.03658649623394013
2024-04-26,-0.016936418414115906
2024-04-27,-0.009670599102973935
2024-04-28,5.147993564606074e-05
2024-04-29,-0.02964922785758972
2024-04-30,-0.11159890174865723
2024-05-01,-0.04501909924878014
2024-05-02,0.07291921860641905
2024-05-03,0.04202251474062601
2024-05-04,0.1196104171541002
2024-05-05,0.09201040383842257
2024-05-06,0.06245188862085343
2024-05-07,0.12492839992046358
2024-05-08,0.08744507879018784
2024-05-09,0.03748332113027573
2024-05-10,0.024988880753517153
2024-05-11,0.024988880753517153
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.06817251205444336
2024-05-23,-0.06947161555290222
2024-05-24,-0.04700579419732094
2024-05-25,-0.026562184691429132
2024-05-26,-0.011922045499086383
2024-05-27,-0.028650068640708924
2024-05-28,-0.0006302097439765929
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,-0.04793016910552979
2024-06-01,-0.029956355690956116
2024-06-02,0.022026167511940007
2024-06-03,0.013017445802688599
2024-06-04,0.0030174505710601797
2024-06-05,0.09338123083114624
2024-06-06,0.08211273819208145
2024-06-07,0.04376763254404068
2024-06-08,0.028345110416412352
2024-06-09,0.025845176577568053
2024-06-10,0.004999867677688599
2024-06-11,-0.039032421112060546
2024-06-12,0.015317268371582038
2024-06-13,0.1491780611872673
2024-06-14,0.08180135746796927
2024-06-15,0.15384061684211095
2024-06-16,0.108303492218256
2024-06-17,0.07266959076126417
2024-06-18,0.08752104947964351
2024-06-19,0.06641311650474865
2024-06-20,0.10365861997008324
2024-06-21,0.05380716512600581
2024-06-22,0.03829425225655238
2024-06-23,0.01551291286945343
2024-06-24,0.01700857122739156
2024-06-25,0.03804308040936788
2024-06-26,0.025646498203277586
2024-06-27,0.04269607925415039
2024-06-28,0.12718418604135515
2024-06-29,0.08291040068864823
2024-06-30,0.24316797614097596
2024-07-01,0.23609999775886537
2024-07-02,0.26736453831195833
2024-07-03,0.1533577561378479
2024-07-04,0.11390406250953675
2024-07-05,0.08811857461929323
2024-07-06,0.05361932754516602
2024-07-07,0.049000329971313476
2024-07-08,0.04408593893051147
2024-07-09,0.10787979781627655
2024-07-10,0.05780127137899398
2024-07-11,0.2682635760307312
2024-07-12,0.16474739879369735
2024-07-13,0.24440581619739535
2024-07-14,0.19211035609245303
2024-07-15,0.14005022287368774
2024-07-16,0.16815347731113434
2024-07-17,0.35890077173709867
2024-07-18,0.17308251321315765
2024-07-19,0.09869479149580002
2024-07-20,0.0767266955971718
2024-07-21,-0.04806945860385895
2024-07-22,-0.07054315805435181
2024-07-23,-0.13656596481800082
2024-07-24,-0.08577185422182083
2024-07-25,-0.06143749505281448
2024-07-26,-0.04433311939239502
2024-07-27,-0.07650654256343842
2024-07-28,0.09410106360912324
2024-07-29,0.05893945634365082
2024-07-30,0.011569783290227259
2024-07-31,-0.038923736313978836
2024-08-01,0.0872515170276165
2024-08-02,0.05633339648445447
2024-08-03,0.04980214407046636
2024-08-04,-0.007472146749496464
2024-08-05,-0.02011641174554826
2024-08-06,-0.0242746090888977
2024-08-07,-0.016814451813697815
2024-08-08,-0.06746478915214539
2024-08-09,0.02734314670165381
2024-08-10,0.022815526028474177
2024-08-11,0.015387722849845884
2024-08-12,0.009407822330792747
2024-08-13,0.01986440752943357
2024-08-14,0.07106952437758446
2024-08-15,0.04474830901622772
2024-08-16,0.014763941526412963
2024-08-17,0.009770023822784427
2024-08-18,-0.0872204315662384
2024-08-19,0.07407164692878723
2024-08-20,0.033887325227260595
2024-08-21,0.039309479892253876
2024-08-22,0.01757598698139191
2024-08-23,0.03917850732803345
2024-08-24,0.0017884826660156256
2024-08-25,0.004999991655349732
2024-08-26,0.06666655540466308
2024-08-27,0.06415834903717041
2024-08-28,0.1174918150405089
2024-08-29,0.09577753151456515
2024-08-30,0.10506314367055893
2024-08-31,0.05824359844128291
2024-09-01,0.03260636707146962
2024-09-02,0.09796301201979318
2024-09-03,0.12101627707481384
2024-09-04,0.08603018004198867
2024-09-05,-0.029094520891706162
2024-09-06,-0.0165230133831501
2024-09-07,-0.016814678361018496
2024-09-08,-0.019243205149968468
2024-09-09,-0.022728772997856143
2024-09-10,-0.0020631470680236817
2024-09-11,-0.012158984740575156
2024-09-12,-0.02027103006839752
2024-09-13,-0.012479073802630105
2024-09-14,-0.007790302832921345
2024-09-15,0.030386234521865847
2024-09-16,0.03903447266419729
2024-09-17,0.09580270886421205
2024-09-18,0.060146474599838254
2024-09-19,-0.026554879307746908
2024-09-20,0.0055883636474609345
2024-09-21,0.027935261726379397
2024-09-22,0.05790929913520812
2024-09-23,0.03001248031854629
2024-09-24,0.03102149099111557
2024-09-25,0.08111564695835113
2024-09-26,0.12465349078178406
2024-09-27,0.1413910742600759
2024-09-28,0.20474064977963766
2024-09-29,0.1338545346260071
2024-09-30,0.11961956353982289
2024-10-01,0.09213326938947042
2024-10-02,0.3365093432664871
2024-10-03,0.28924427509307865
2024-10-04,0.18663825184106828
2024-10-05,0.1151795381307602
2024-10-06,0.09981925815343859
2024-10-07,0.027813277617096906
2024-10-08,0.002784400805830956
2024-10-09,0.0008230830729007723
2024-10-10,0.0008230830729007723
2024-10-11,0.01690087914466858
2024-10-12,0.022190816551446918
2024-10-13,0.05169695332646369
2024-10-14,0.0904857063293457
2024-10-15,0.11756374865770342
2024-10-16,0.08245767045021057
2024-10-17,0.06161102014780044
2024-10-18,0.09907896059751511
2024-10-19,0.10820608377456666
2024-10-20,0.08459519472221533
2024-10-21,0.1171475347826878
2024-10-22,-0.0021587218344211595
2024-10-23,-0.006720649947722757
2024-10-24,0.10972817997137707
2024-10-25,0.08494727551937103
2024-10-26,0.03490356373786926
2024-10-27,0.14129197001457217
2024-10-28,0.08739148445924123
2024-10-29,0.13617813618977864
2024-10-30,0.20463170182704926
2024-10-31,0.17818064351876578
2024-11-01,0.1302008341749509
2024-11-02,0.07458265701929728
2024-11-03,0.04232684920231501
2024-11-04,0.012551139593124393
2024-11-05,0.11171668589115144
2024-11-06,0.08136257958412171
2024-11-07,0.11858800510565441
2024-11-08,0.09283839237689973
2024-11-09,0.06097283530235291
2024-11-10,0.02389117487271627
2024-11-11,0.0027265552679697665
2024-11-12,-0.007145092387994129
2024-11-13,0.06454779336849849
2024-11-14,0.1207556302845478
2024-11-15,-0.006383132686217631
2024-11-16,0.014729713598887122
2024-11-17,0.05844575583934784
2024-11-18,0.0325348428885142
2024-11-19,8.812884489695083e-05
2024-11-20,0.01457642197608948
2024-11-21,0.05032324552536012
2024-11-22,0.10696712970733643
2024-11-23,0.1046429854631424
2024-11-24,0.10009268701076507
2024-11-25,0.16696375906467437
2024-11-26,0.2600446745753288
2024-11-27,0.13810536563396453
2024-11-28,0.03197226583957673
2024-11-29,0.026467024981975555
2024-11-30,0.05593774576981863
2024-12-01,0.008729819854100544
2024-12-02,-0.0471113795042038
2024-12-03,-0.0247927192846934
2024-12-04,-0.0603436158100764
2024-12-05,-0.06157139877478282
2024-12-06,0.05263353144129119
2024-12-07,0.0528776766359806
2024-12-08,0.019083307087421415
2024-12-09,0.09785750776529313
2024-12-10,0.09304417461156844
2024-12-11,0.04317933062712351
2024-12-12,0.025080610911051435
2024-12-13,0.0410844099521637
2024-12-14,0.015283854007720947
2024-12-15,0.006170328855514526
2024-12-16,0.004113552570343018
2024-12-17,0.018238453865051272
2024-12-18,0.008828063309192658
2024-12-19,0.005296837985515595
2024-12-20,0.07186104754606884
2024-12-21,0.15125112382570904
2024-12-22,0.09777488569418588
2024-12-23,0.2921601481040319
2024-12-24,0.18582303098837535
2024-12-25,0.13638576499621075
2024-12-26,0.1630155588189761
2024-12-27,0.10411437690258024
2024-12-28,0.027417485713958734
2024-12-29,0.008656153976917269
2024-12-30,0.009711867570877077
2024-12-31,-0.04036736190319061
2025-01-01,0.005503157377243044
2025-01-02,0.0424105340242386
2025-01-03,0.08000781476497651
2025-01-04,0.033592329521973927
2025-01-05,0.02826452245314916
2025-01-06,0.018021554350852967
2025-01-07,-0.008425586620966596
2025-01-08,-0.02638672518233458
2025-01-09,-0.00205762026210626
2025-01-10,-0.09401262094577154
2025-01-11,-0.0428336715400219
2025-01-12,0.056599982976913446
2025-01-13,0.01664771515130997
2025-01-14,0.05741053688526155
2025-01-15,0.04940782519181569
2025-01-16,-0.0134744357864062
2025-01-17,0.1448531744281451
2025-01-18,0.08729641596476237
2025-01-19,0.051612593770027165
2025-01-20,0.031230664590994515
2025-01-21,0.12103541765610376
2025-01-22,0.0066910628080367966
2025-01-23,0.029217086076736443
2025-01-24,-0.05698226221402487
2025-01-25,-0.02924896081288656
2025-01-26,0.0015930565595626764
2025-01-27,0.021223698059717813
2025-01-28,0.09247044066588084
2025-01-29,0.09697754343350729
2025-01-30,0.03320548366506894
2025-01-31,0.019735129922628405
2025-02-01,0.045516315609216686
2025-02-02,-0.007694172650575627
2025-02-03,-0.11654479211568833
2025-02-04,-0.04644270219405492
2025-02-05,0.005841190318266548
2025-02-06,-0.06538318163156508
2025-02-07,-0.04629082918167114
2025-02-08,0.08441139713923136
2025-02-09,0.14949807743231458
2025-02-10,0.13562681639194488
2025-02-11,0.1311505850950877
2025-02-12,0.09098053816954295
2025-02-13,0.12063931399583816
2025-02-14,0.09737723499536516
2025-02-15,0.1228934724330902
2025-02-16,0.07876709675788879
2025-02-17,0.13039898766080538
2025-02-18,0.080427058527867
2025-02-19,0.08425195202231406
2025-02-20,0.15263329500953357
2025-02-21,0.11178043244282404
2025-02-22,-0.0020909983515739333
2025-02-23,0.020284901976585393
2025-02-24,0.10773502349853517
2025-02-25,0.06576582610607148
2025-02-26,0.04668250322341919
2025-02-27,-0.043340166926384
2025-02-28,-0.01142221891880035
2025-03-01,0.024520529627799992
2025-03-02,0.0547381317615509
2025-03-03,0.07414273810386657
